Stakeholder Id,Request Id,Request Date,Dï¿½but,Fin,Spectrum Service,Usage Type,Venue,Duplex,Channel Bandwidth (kHz),Attributed Frequency (Tx),Intervalle de prï¿½fï¿½rence,Attributed Frequency (Rx),Status,Saisie,Rï¿½ponse ANFR,Availability
AZI,AZI-274,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,494.3,Oui,,approved,auto,,Available
AZI,AZI-275,12/06/2023,30/08/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,494.5,Oui,,approved,auto,,Available
AZI,AZI-276,12/06/2023,30/08/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PO2 - PARIS OUEST 2,Non,4000.0,1437.0,Oui,,approved,auto,,Available
AZI,AZI-277,12/06/2023,30/08/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PO2 - PARIS OUEST 2,Non,4000.0,1441.0,Non,,approved,auto,,Available
AZI,AZI-281,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Oui,12.5,465.3375,Oui,455.3375,approved,auto,,Available
AZI,AZI-282,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Oui,6.25,465.425,Oui,455.425,approved,auto,,Available
AZI,AZI-283,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,12.5,424.5875,Non,,approved,auto,,Available
AZI,AZI-284,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,6.25,427.209375,Non,,approved,auto,,Available
AZI,AZI-285,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,6.25,427.359375,Oui,,approved,auto,,Available
AZI,AZI-290,12/06/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,494.7,Oui,,approved,auto,,Available
AZI,AZI-291,12/06/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,494.9,Oui,,approved,auto,,Available
AZI,AZI-292,12/06/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,495.1,Oui,,approved,auto,,Available
AZI,AZI-293,12/06/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,495.3,Oui,,approved,auto,,Available
AZI,AZI-294,12/06/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,495.5,Oui,,approved,auto,,Available
AZI,AZI-295,12/06/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,495.7,Oui,,approved,auto,,Available
AZI,AZI-296,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,495.9,Oui,,approved,auto,,Available
AZI,AZI-297,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,496.1,Oui,,approved,auto,,Available
AZI,AZI-298,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,496.3,Oui,,approved,auto,,Available
AZI,AZI-299,12/06/2023,30/08/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,496.5,Oui,,approved,auto,,Available
AZI,AZI-300,12/06/2023,05/09/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PO2 - PARIS OUEST 2,Non,4000.0,1445.0,Oui,,approved,auto,,Available
AZI,AZI-301,12/06/2023,05/09/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PO2 - PARIS OUEST 2,Non,4000.0,1449.0,Oui,,approved,auto,,Available
FTE,FTE-436,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,470.1,Non,,approved,auto,,Available
FTE,FTE-437,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,470.3,Non,,approved,auto,,Available
FTE,FTE-438,26/07/2023,30/08/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,470.5,Non,,approved,auto,,Available
FTE,FTE-439,26/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Oui,12.5,427.7125,Oui,417.7125,approved,auto,,Available
FTE,FTE-440,26/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Oui,6.25,427.7625,Non,417.7625,approved,auto,,Available
FTE,FTE-441,26/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,12.5,406.1,Non,,approved,auto,,Available
FTE,FTE-442,26/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,6.25,406.846875,Non,,approved,auto,,Available
FTE,FTE-443,26/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,6.25,406.959375,Non,,approved,auto,,Available
FTE,FTE-448,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,470.7,Non,,approved,auto,,Available
FTE,FTE-449,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,470.9,Non,,approved,auto,,Available
FTE,FTE-450,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,471.1,Non,,approved,auto,,Available
FTE,FTE-451,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,471.3,Non,,approved,auto,,Available
FTE,FTE-452,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,471.5,Non,,approved,auto,,Available
FTE,FTE-453,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,471.7,Oui,,approved,auto,,Available
FTE,FTE-454,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,471.9,Oui,,approved,auto,,Available
FTE,FTE-455,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,472.1,Oui,,approved,auto,,Available
FTE,FTE-456,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,472.3,Oui,,approved,auto,,Available
FTE,FTE-457,26/07/2023,30/08/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,472.5,Non,,approved,auto,,Available
FTE,FTE-458,26/07/2023,30/08/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PO2 - PARIS OUEST 2,Non,4000.0,1302.0,Non,,approved,auto,,Available
FTE,FTE-459,26/07/2023,30/08/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PO2 - PARIS OUEST 2,Non,4000.0,1306.0,Non,,approved,auto,,Available
FTE,FTE-463,26/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Oui,12.5,428.1125,Non,418.1125,approved,auto,,Available
FTE,FTE-464,26/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Oui,6.25,428.1875,Non,418.1875,approved,auto,,Available
FTE,FTE-465,26/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,12.5,407.35,Non,,approved,auto,,Available
FTE,FTE-466,26/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,6.25,407.559375,Non,,approved,auto,,Available
FTE,FTE-467,26/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,6.25,407.621875,Non,,approved,auto,,Available
FTE,FTE-472,26/07/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,472.7,Non,,approved,auto,,Available
FTE,FTE-473,26/07/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,472.9,Non,,approved,auto,,Available
FTE,FTE-474,26/07/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,473.1,Non,,approved,auto,,Available
FTE,FTE-475,26/07/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,473.3,Non,,approved,auto,,Available
FTE,FTE-476,26/07/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,473.5,Non,,approved,auto,,Available
FTE,FTE-477,26/07/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,473.7,Non,,approved,auto,,Available
FTE,FTE-478,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,473.9,Oui,,approved,auto,,Available
FTE,FTE-479,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,474.1,Oui,,approved,auto,,Available
FTE,FTE-480,26/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,474.3,Oui,,approved,auto,,Available
FTE,FTE-481,26/07/2023,30/08/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,474.5,Non,,approved,auto,,Available
FTE,FTE-482,26/07/2023,05/09/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PO2 - PARIS OUEST 2,Non,4000.0,1310.0,Oui,,approved,auto,,Available
FTE,FTE-483,26/07/2023,05/09/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PO2 - PARIS OUEST 2,Non,4000.0,1314.0,Oui,,approved,auto,,Available
Goo25,75s14-213,27/07/2023,26/08/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,12.5,453.325,Oui,,approved,auto,,Available
Goo25,85s14-213,27/07/2023,26/08/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,12.5,453.875,Oui,,approved,auto,,Available
GRS25,a145eSs4-713,27/07/2023,26/08/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,12.5,463.2625,Oui,,approved,auto,,Available
GRS25,a345eSs4-713,27/07/2023,26/08/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,12.5,463.8,Oui,,approved,auto,,Available
GRS25,a945eSs4-713,27/07/2023,26/08/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,12.5,464.5125,Oui,,approved,auto,,Available
GTS25,a945cSs4-713,27/07/2023,26/08/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,12.5,464.6125,Oui,,approved,auto,Envoyï¿½e,Available
GUo25,745Ss14-213,27/07/2023,26/08/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,12.5,464.8375,Oui,,approved,auto,,Available
GUS25,745dSs4-713,27/07/2023,26/08/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,12.5,464.925,Oui,,approved,auto,,Available
GUS25,745Ss14-713,27/07/2023,26/08/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,12.5,465.3,Oui,,approved,auto,,Available
GUS25,745Ss4-713,27/07/2023,26/08/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,12.5,465.05,Oui,,approved,auto,,Available
GUS25,745Sv4-713,27/07/2023,26/08/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,12.5,465.2,Oui,,approved,auto,,Available
GUS25,945cSs4-713,27/07/2023,26/08/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,12.5,464.725,Oui,,approved,auto,,Available
GUS25,945dSs4-713,27/07/2023,26/08/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,12.5,464.825,Oui,,approved,auto,,Available
SIS,SIS-193,28/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Oui,12.5,428.2,Non,418.2,approved,auto,,Available
SIS,SIS-194,28/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Oui,6.25,428.2625,Non,418.2625,approved,auto,,Available
SIS,SIS-195,28/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,12.5,406.875,Non,,approved,auto,,Available
SIS,SIS-196,28/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,6.25,406.965625,Non,,approved,auto,,Available
SIS,SIS-197,28/07/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,6.25,407.565625,Non,,approved,auto,,Available
SIS,SIS-202,28/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,474.7,Oui,,approved,auto,,Available
SIS,SIS-203,28/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,474.9,Non,,approved,auto,,Available
SIS,SIS-204,28/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,475.1,Non,,approved,auto,,Available
SIS,SIS-205,28/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,475.3,Non,,approved,auto,,Available
SIS,SIS-206,28/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,475.5,Non,,approved,auto,,Available
SIS,SIS-207,28/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,475.7,Non,,approved,auto,,Available
SIS,SIS-208,28/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,475.9,Non,,approved,auto,,Available
SIS,SIS-209,28/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,476.1,Non,,approved,auto,,Available
SIS,SIS-210,28/07/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,476.3,Non,,approved,auto,,Available
SIS,SIS-211,28/07/2023,30/08/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,476.5,Non,,approved,auto,,Available
SIS,SIS-212,28/07/2023,30/08/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PO2 - PARIS OUEST 2,Non,4000.0,1318.0,Non,,approved,auto,,Available
SIS,SIS-213,28/07/2023,30/08/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PO2 - PARIS OUEST 2,Non,4000.0,1322.0,Non,,approved,auto,,Available
STI,STI-314,12/06/2023,30/08/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PO2 - PARIS OUEST 2,Non,4000.0,1453.0,Oui,,approved,auto,,Available
STI,STI-315,12/06/2023,30/08/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PO2 - PARIS OUEST 2,Non,4000.0,1457.0,Oui,,approved,auto,,Available
STI,STI-319,12/06/2023,05/09/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PO2 - PARIS OUEST 2,Non,4000.0,1461.0,Non,,approved,auto,,Available
STI,STI-320,12/06/2023,05/09/2024,08/09/2024,Wireless_Camera_and_Mobile_Airborne_Video_Links,Ground to Ground,PO2 - PARIS OUEST 2,Non,4000.0,1465.0,Non,,approved,auto,,Available
STI,STI-524,12/06/2023,28/08/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,496.7,Oui,,approved,auto,,Available
STI,STI-525,12/06/2023,28/08/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,496.9,Oui,,approved,auto,,Available
STI,STI-526,12/06/2023,28/08/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,497.1,Oui,,approved,auto,,Available
STI,STI-527,12/06/2023,28/08/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,497.3,Oui,,approved,auto,,Available
STI,STI-528,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,497.5,Oui,,approved,auto,,Available
STI,STI-529,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,497.7,Oui,,approved,auto,,Available
STI,STI-530,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,497.9,Oui,,approved,auto,,Available
STI,STI-531,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,498.1,Oui,,approved,auto,,Available
STI,STI-532,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,498.3,Oui,,approved,auto,,Available
STI,STI-533,12/06/2023,30/08/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,498.5,Non,,approved,auto,,Available
STI,STI-534,12/06/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,498.7,Oui,,approved,auto,,Available
STI,STI-535,12/06/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,498.9,Oui,,approved,auto,,Available
STI,STI-536,12/06/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,499.1,Oui,,approved,auto,,Available
STI,STI-537,12/06/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,499.3,Oui,,approved,auto,,Available
STI,STI-538,12/06/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,499.5,Oui,,approved,auto,,Available
STI,STI-539,12/06/2023,05/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,499.7,Oui,,approved,auto,,Available
STI,STI-540,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,499.9,Oui,,approved,auto,,Available
STI,STI-541,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,500.1,Oui,,approved,auto,,Available
STI,STI-542,12/06/2023,01/09/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,500.3,Oui,,approved,auto,,Available
STI,STI-543,12/06/2023,30/08/2024,08/09/2024,Wireless_Microphones_and_In_Ear_Monitor,Ground to Ground,PO2 - PARIS OUEST 2,Non,200.0,500.5,Oui,,approved,auto,,Available
STI,STI-66,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Oui,12.5,465.125,Oui,455.125,approved,auto,,Available
STI,STI-67,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Oui,6.25,465.25,Oui,455.25,approved,auto,,Available
STI,STI-68,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,12.5,429.4625,Oui,,approved,auto,,Available
STI,STI-69,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,6.25,427.215625,Oui,,approved,auto,,Available
STI,STI-70,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,6.25,427.365625,Oui,,approved,auto,,Available
STI,STI-71,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Oui,12.5,465.35,Oui,455.35,approved,auto,,Available
STI,STI-72,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Oui,6.25,465.4375,Oui,455.4375,approved,auto,,Available
STI,STI-73,12/06/2023,01/09/2024,08/09/2024,Private_Mobile_Radio,Ground to Ground,PO2 - PARIS OUEST 2,Non,12.5,429.5875,Oui,,approved,auto,,Available
